// measured at (0.5)
// applies for all relay cells
secname()				distance(0.5)
TCcell[0].soma_tc		0
TCcell[0].dend_tc4[18]	67.806337
TCcell[0].dend_tc9[13]	68.857863
TCcell[0].dend_tc9[37]	68.865517
TCcell[0].dend_tc9[44]	69.105279
TCcell[0].dend_tc9[14]	71.497646
TCcell[0].dend_tc4[16]	72.419964
TCcell[0].dend_tc8[22]	72.442188
TCcell[0].dend_tc2[2]	72.793577
TCcell[0].dend_tc9[42]	72.906805
TCcell[0].dend_tc10[17]	73.113848
TCcell[0].dend_tc6[16]	73.159033
TCcell[0].dend_tc4[6]	73.447787
TCcell[0].dend_tc9[31]	73.715254
TCcell[0].dend_tc8[12]	73.831474
TCcell[0].dend_tc8[25]	73.868958
TCcell[0].dend_tc2[1]	73.883755
TCcell[0].dend_tc8[26]	74.062998
TCcell[0].dend_tc10[14]	74.615207
TCcell[0].dend_tc3[11]	75.151739
TCcell[0].dend_tc10[8]	75.605054
TCcell[0].dend_tc3[7]	75.610225
TCcell[0].dend_tc4[19]	76.57823
TCcell[0].dend_tc7[7]	78.314282
TCcell[0].dend_tc10[26]	78.418057
TCcell[0].dend_tc6[13]	80.073233
TCcell[0].dend_tc10[22]	80.792388
TCcell[0].dend_tc8[29]	81.027253
TCcell[0].dend_tc8[15]	81.949187
TCcell[0].dend_tc8[16]	82.629162
TCcell[0].dend_tc4[13]	82.773022
TCcell[0].dend_tc10[7]	83.563176
TCcell[0].dend_tc6[9]	83.603427
TCcell[0].dend_tc8[30]	83.879823
TCcell[0].dend_tc9[43]	83.948875
TCcell[0].dend_tc8[9]	84.334845
TCcell[0].dend_tc8[11]	84.636191
TCcell[0].dend_tc9[29]	85.122899
TCcell[0].dend_tc10[15]	85.17159
TCcell[0].dend_tc8[32]	85.319281
TCcell[0].dend_tc5		85.824184
TCcell[0].dend_tc6[17]	86.553408
TCcell[0].dend_tc4[20]	87.071796
TCcell[0].dend_tc9[30]	87.203752
TCcell[0].dend_tc8[31]	87.216656
TCcell[0].dend_tc10[23]	88.200111
TCcell[0].dend_tc6[22]	89.309061
TCcell[0].dend_tc6[14]	89.508292
TCcell[0].dend_tc7[8]	89.670464
TCcell[0].dend_tc7[6]	90.389353
TCcell[0].dend_tc10[19]	90.497263
TCcell[0].dend_tc10[25]	91.480222
TCcell[0].dend_tc8[28]	91.642387
TCcell[0].dend_tc8[21]	91.932246
TCcell[0].dend_tc9[41]	92.197549
TCcell[0].dend_tc6[20]	92.211758
TCcell[0].dend_tc6[27]	92.511525
TCcell[0].dend_tc8[27]	93.491461
TCcell[0].dend_tc9[35]	93.540123
TCcell[0].dend_tc3[8]	94.378028
TCcell[0].dend_tc9[45]	96.339788
TCcell[0].dend_tc10[24]	96.795358
TCcell[0].dend_tc9[46]	97.296885
TCcell[0].dend_tc10[20]	98.829873
TCcell[0].dend_tc6[28]	99.157482
TCcell[0].dend_tc9[27]	103.31906
TCcell[0].dend_tc8[20]	103.80702
TCcell[0].dend_tc9[36]	104.00499
TCcell[0].dend_tc6[26]	104.14126
TCcell[0].dend_tc10[21]	104.8576
TCcell[0].dend_tc6[29]	106.03564
TCcell[0].dend_tc6[30]	106.61126
TCcell[0].dend_tc8[19]	108.27761
TCcell[0].dend_tc6[24]	111.33571
TCcell[0].dend_tc3[9]	111.48674
TCcell[0].dend_tc7[5]	111.6891
TCcell[0].dend_tc6[18]	111.99162
TCcell[0].dend_tc6[25]	112.92709
TCcell[0].dend_tc6[23]	112.92985
TCcell[0].dend_tc3[10]	117.33678
TCcell[0].dend_tc4[5]	131.0188
